i,X,Y,Z
323,79 , 65329 , 89
324,88 , 65318 , 83
325,65520 , 65153 , 65533
326,65465 , 65179 , 65530
327,65465 , 65179 , 65530
328,65438 , 65266 , 65518
329,65497 , 65296 , 65530
330,65533 , 65343 , 65394
331,12 , 65344 , 65377
332,30 , 65338 , 65359
333,30 , 65338 , 65359
334,32 , 65324 , 65347
335,65502 , 65333 , 65481
336,65495 , 65330 , 65499
337,65491 , 65327 , 65516
338,65491 , 65327 , 65516
339,65489 , 65328 , 65529
340,65478 , 65325 , 49
341,65477 , 65324 , 50
342,65477 , 65324 , 52
343,65477 , 65324 , 52
344,65476 , 65323 , 53
345,65471 , 65311 , 48
346,65468 , 65310 , 47
347,65468 , 65310 , 47
348,65466 , 65308 , 48
349,65463 , 65308 , 46
350,65443 , 65302 , 46
351,65440 , 65302 , 46
352,65440 , 65302 , 46
353,65438 , 65301 , 45
354,65437 , 65301 , 47
355,65438 , 65301 , 47
356,65437 , 65301 , 47
357,65437 , 65301 , 47
358,65437 , 65301 , 47
359,65436 , 65300 , 46
360,65437 , 65291 , 48
361,65437 , 65291 , 49
362,65437 , 65291 , 49
363,65439 , 65291 , 49
364,65438 , 65301 , 47
365,65436 , 65299 , 45
366,65437 , 65302 , 46
367,65437 , 65302 , 46
368,65437 , 65301 , 47
369,65437 , 65301 , 47
370,65437 , 65301 , 47
371,65438 , 65301 , 46
372,65438 , 65301 , 46
373,65439 , 65301 , 47
374,65439 , 65301 , 47
375,65437 , 65333 , 40
376,65438 , 65333 , 40
377,65438 , 65333 , 40
378,65439 , 65333 , 39
379,65439 , 65333 , 39
380,65440 , 65333 , 40
381,65440 , 65334 , 39
382,65440 , 65334 , 39
383,65439 , 65333 , 39
384,65439 , 65333 , 39
385,65442 , 65333 , 39
386,65442 , 65333 , 40
387,65442 , 65333 , 40
388,65441 , 65334 , 39
389,65441 , 65334 , 39
390,65442 , 65334 , 41
391,65442 , 65334 , 41
392,65441 , 65335 , 38
393,65441 , 65334 , 40
394,65441 , 65334 , 40
395,65441 , 65333 , 40
396,65441 , 65333 , 40
397,65443 , 65333 , 40
398,65441 , 65334 , 39
399,65441 , 65334 , 39
400,65441 , 65333 , 38
401,65441 , 65333 , 38
402,65442 , 65332 , 39
403,65441 , 65332 , 40
404,65441 , 65332 , 40
405,65441 , 65333 , 39
406,65441 , 65333 , 39
407,65441 , 65333 , 39
408,65441 , 65332 , 40
409,65441 , 65332 , 40
410,65440 , 65333 , 40
411,65440 , 65333 , 40
412,65442 , 65333 , 39
413,65442 , 65333 , 39
414,65440 , 65333 , 39
415,65442 , 65332 , 39
416,65442 , 65332 , 39
417,65441 , 65332 , 39
418,65441 , 65332 , 39
419,65442 , 65333 , 39
420,65442 , 65332 , 39
421,65442 , 65332 , 39
422,65442 , 65333 , 40
423,65442 , 65333 , 40
424,65442 , 65333 , 40
425,65441 , 65334 , 39
426,65441 , 65334 , 39
427,65442 , 65332 , 39
428,65442 , 65332 , 39
429,65440 , 65333 , 39
430,65442 , 65333 , 39
431,65441 , 65333 , 39
432,65442 , 65332 , 39
433,65442 , 65332 , 39
434,65441 , 65333 , 39
435,65439 , 65333 , 39
436,65441 , 65333 , 39
437,65441 , 65333 , 39
438,65441 , 65333 , 39
439,65442 , 65332 , 39
440,65441 , 65332 , 40
441,65442 , 65334 , 39
442,65442 , 65333 , 38
443,65442 , 65333 , 38
444,65441 , 65332 , 39
445,65441 , 65333 , 40
446,65442 , 65332 , 39
447,65440 , 65334 , 40
448,65440 , 65334 , 40
449,65441 , 65333 , 41
450,65442 , 65333 , 40
451,65440 , 65333 , 39
452,65440 , 65333 , 39
453,65441 , 65333 , 39
454,65442 , 65332 , 40
455,65441 , 65333 , 39
456,65441 , 65333 , 40
457,65441 , 65333 , 40
458,65441 , 65333 , 39
459,65442 , 65332 , 40
460,65442 , 65332 , 39
461,65442 , 65333 , 40
462,65442 , 65333 , 40
463,65441 , 65332 , 38
464,65441 , 65333 , 40
465,65441 , 65333 , 40
466,65441 , 65335 , 40
467,65441 , 65335 , 40
468,65441 , 65333 , 40
469,65440 , 65333 , 39
470,65441 , 65332 , 38
471,65440 , 65333 , 40
472,65440 , 65333 , 40
473,65441 , 65333 , 39
474,65441 , 65333 , 39
475,65441 , 65333 , 40
476,65441 , 65333 , 39
477,65441 , 65333 , 39
478,65441 , 65332 , 39
479,65441 , 65332 , 39
480,65441 , 65333 , 39
481,65440 , 65333 , 40
482,65440 , 65333 , 40
483,65440 , 65331 , 39
484,65440 , 65331 , 39
485,65441 , 65334 , 40
486,65442 , 65333 , 39
487,65442 , 65333 , 39
488,65442 , 65334 , 40
489,65442 , 65334 , 40
490,65440 , 65333 , 40
491,65441 , 65333 , 39
492,65441 , 65333 , 39
493,65441 , 65333 , 38
494,65441 , 65333 , 38
495,65441 , 65332 , 39
496,65441 , 65332 , 39
497,65441 , 65333 , 40
498,65441 , 65333 , 40
499,65441 , 65333 , 40
500,65440 , 65332 , 39
501,65440 , 65332 , 39
502,65441 , 65333 , 39
503,65442 , 65332 , 38
504,65442 , 65332 , 38
505,65439 , 65317 , 41
506,65439 , 65317 , 41
507,65439 , 65316 , 43
508,65438 , 65316 , 43
509,65438 , 65316 , 43
510,65439 , 65316 , 43
511,65439 , 65316 , 43
512,65438 , 65316 , 43
513,65438 , 65324 , 39
514,65438 , 65324 , 39
515,65437 , 65332 , 40
516,65437 , 65332 , 40
517,65438 , 65332 , 41
518,65438 , 65332 , 41
519,65439 , 65332 , 39
520,65439 , 65332 , 39
521,65439 , 65332 , 39
522,65439 , 65333 , 39
523,65439 , 65333 , 39
524,65440 , 65334 , 39
525,65436 , 65315 , 52
526,65436 , 65315 , 52
527,65437 , 65314 , 51
528,65437 , 65314 , 51
529,65437 , 65317 , 49
530,65439 , 65317 , 42
531,65439 , 65317 , 42
532,65440 , 65316 , 42
533,65440 , 65316 , 42
534,65439 , 65317 , 42
535,65438 , 65302 , 43
536,65438 , 65301 , 45
537,65437 , 65302 , 46
538,65437 , 65302 , 46
539,65437 , 65302 , 45
540,65437 , 65303 , 46
541,65439 , 65302 , 45
542,65437 , 65303 , 46
543,65437 , 65303 , 46
544,65437 , 65290 , 49
545,65438 , 65294 , 47
546,65437 , 65294 , 49
547,65437 , 65295 , 48
548,65437 , 65295 , 48
549,65439 , 65295 , 47
550,65438 , 65296 , 48
551,65438 , 65294 , 47
552,65437 , 65294 , 47
553,65437 , 65294 , 47
554,65437 , 65295 , 48
555,65435 , 65295 , 48
556,65437 , 65294 , 48
557,65438 , 65294 , 50
558,65438 , 65294 , 50
559,65437 , 65294 , 48
560,65456 , 65298 , 46
561,65461 , 65299 , 47
562,65461 , 65299 , 47
563,65464 , 65301 , 49
564,65469 , 65304 , 50
565,65479 , 65317 , 48
566,65477 , 65317 , 43
567,65477 , 65317 , 43
568,65481 , 65319 , 36
569,65481 , 65319 , 27
570,65517 , 65326 , 65428
571,65523 , 65323 , 65407
572,65523 , 65323 , 65407
573,65530 , 65323 , 65387
574,65535 , 65317 , 65368
575,65490 , 65313 , 65422
576,65489 , 65274 , 65441
577,65489 , 65273 , 65452
578,65500 , 65273 , 65452
579,65514 , 65248 , 65469
580,65442 , 65238 , 65488
581,65433 , 65215 , 65496
582,65447 , 65134 , 65480
583,65447 , 65134 , 65480
584,65509 , 65121 , 65499
585,121 , 65241 , 48
586,120 , 65260 , 57
587,118 , 65274 , 64
588,118 , 65274 , 64
589,107 , 65291 , 70
590,60 , 65347 , 97
591,54 , 65349 , 98
592,54 , 65349 , 98
593,50 , 65352 , 101
594,46 , 65354 , 101
595,22 , 65365 , 107
596,22 , 65365 , 108
597,22 , 65365 , 108
598,18 , 65364 , 107
599,18 , 65364 , 107
600,9 , 65366 , 111
601,9 , 65367 , 111
602,9 , 65367 , 111
603,9 , 65367 , 111
604,9 , 65367 , 111
605,4 , 65368 , 112
606,4 , 65368 , 112
607,4 , 65369 , 111
608,3 , 65368 , 112
609,3 , 65368 , 112
610,2 , 65369 , 112
611,2 , 65369 , 112
612,1 , 65369 , 111
613,1 , 65369 , 111
614,1 , 65368 , 113
615,0 , 65369 , 112
616,0 , 65369 , 112
617,0 , 65368 , 111
618,0 , 65368 , 111
619,0 , 65368 , 111
620,0 , 65368 , 112
621,0 , 65368 , 112
622,0 , 65368 , 112
623,65535 , 65368 , 112
624,0 , 65367 , 112
625,0 , 65367 , 112
626,1 , 65368 , 112
627,1 , 65368 , 112
628,0 , 65369 , 113
629,0 , 65369 , 113
630,1 , 65368 , 112
631,0 , 65369 , 113
632,0 , 65369 , 113
633,65535 , 65369 , 112
634,65535 , 65369 , 112
635,0 , 65369 , 113
636,0 , 65369 , 113
637,0 , 65367 , 111
638,65535 , 65368 , 112
639,65535 , 65368 , 112
640,65534 , 65368 , 112
641,65534 , 65368 , 112
642,0 , 65367 , 112
643,65535 , 65368 , 111
644,65535 , 65368 , 111
645,65535 , 65368 , 112
646,65535 , 65368 , 112
647,0 , 65368 , 110
648,65534 , 65369 , 113
649,65534 , 65369 , 113
650,65534 , 65369 , 112
651,65534 , 65369 , 112
652,65535 , 65369 , 112
653,65535 , 65368 , 112
654,65535 , 65368 , 112
655,65535 , 65368 , 113
656,65535 , 65368 , 113
657,0 , 65368 , 112
658,0 , 65368 , 112
659,65535 , 65368 , 113
660,65534 , 65368 , 111
661,65534 , 65368 , 111
662,65535 , 65368 , 112
663,65535 , 65368 , 112
664,0 , 65368 , 112
665,65534 , 65369 , 112
666,65534 , 65369 , 112
667,0 , 65368 , 111
668,0 , 65368 , 111
669,65535 , 65368 , 112
670,0 , 65369 , 111
671,65535 , 65370 , 111
672,65535 , 65369 , 112
673,65535 , 65369 , 112
674,65535 , 65368 , 113
675,65534 , 65368 , 112
676,65535 , 65369 , 112
677,65534 , 65367 , 113
678,65534 , 65367 , 113
679,65535 , 65368 , 110
680,65535 , 65369 , 112
681,65534 , 65369 , 113
682,0 , 65368 , 112
683,0 , 65368 , 112
684,65534 , 65368 , 112
685,0 , 65368 , 112
686,65535 , 65369 , 112
687,65535 , 65369 , 112
688,65535 , 65369 , 112
689,65535 , 65369 , 112
690,0 , 65367 , 111
691,0 , 65369 , 113
692,0 , 65369 , 113
693,65534 , 65368 , 111
694,65535 , 65368 , 112
695,65535 , 65369 , 111
696,65535 , 65368 , 112
697,65535 , 65368 , 112
698,0 , 65367 , 112
699,0 , 65368 , 112
700,65535 , 65368 , 112
701,65534 , 65368 , 112
702,65534 , 65368 , 112
703,65535 , 65368 , 112
704,65535 , 65369 , 111
705,65535 , 65368 , 111
706,65535 , 65369 , 112
707,65535 , 65369 , 112
708,0 , 65369 , 113
709,0 , 65369 , 113
710,65535 , 65369 , 113
711,65535 , 65369 , 112
712,65535 , 65369 , 112
713,0 , 65369 , 112
714,0 , 65369 , 112
715,65535 , 65368 , 112
716,65534 , 65369 , 112
717,65534 , 65369 , 112
718,1 , 65367 , 110
719,1 , 65367 , 110
