i,X,Y,Z
542,97 , 65416 , 65192
543,86 , 65411 , 65258
544,86 , 65411 , 65258
545,80 , 65414 , 65324
546,80 , 65414 , 65324
547,65332 , 65142 , 28
548,65408 , 65071 , 42
549,65408 , 65071 , 42
550,65498 , 65045 , 53
551,65498 , 65045 , 53
552,72 , 65346 , 91
553,64 , 65353 , 93
554,64 , 65353 , 93
555,57 , 65358 , 94
556,57 , 65358 , 94
557,25 , 65380 , 107
558,25 , 65380 , 107
559,23 , 65380 , 108
560,21 , 65381 , 107
561,21 , 65381 , 107
562,14 , 65383 , 114
563,14 , 65383 , 114
564,12 , 65384 , 115
565,12 , 65384 , 115
566,13 , 65384 , 116
567,6 , 65384 , 119
568,6 , 65384 , 119
569,6 , 65385 , 119
570,6 , 65385 , 119
571,7 , 65384 , 119
572,5 , 65384 , 119
573,3 , 65385 , 121
574,3 , 65384 , 121
575,3 , 65384 , 121
576,3 , 65385 , 121
577,2 , 65385 , 122
578,2 , 65384 , 122
579,2 , 65384 , 122
580,2 , 65384 , 121
581,2 , 65384 , 122
582,2 , 65384 , 121
583,3 , 65384 , 121
584,3 , 65384 , 121
585,1 , 65385 , 121
586,1 , 65385 , 121
587,3 , 65384 , 121
588,2 , 65383 , 121
589,2 , 65383 , 121
590,2 , 65385 , 121
591,2 , 65385 , 121
592,2 , 65385 , 121
593,2 , 65385 , 121
594,1 , 65384 , 120
595,2 , 65384 , 122
596,2 , 65384 , 122
597,1 , 65384 , 122
598,1 , 65384 , 122
599,1 , 65385 , 122
600,1 , 65385 , 122
601,1 , 65385 , 122
602,0 , 65384 , 122
603,0 , 65384 , 122
604,2 , 65386 , 120
605,2 , 65386 , 120
606,2 , 65386 , 122
607,2 , 65384 , 121
608,2 , 65384 , 121
609,2 , 65385 , 122
610,2 , 65385 , 122
611,1 , 65385 , 121
612,2 , 65385 , 122
613,2 , 65386 , 122
614,2 , 65386 , 123
615,2 , 65386 , 123
616,1 , 65384 , 123
617,2 , 65385 , 122
618,2 , 65385 , 122
619,2 , 65385 , 122
620,2 , 65385 , 122
621,1 , 65384 , 122
622,2 , 65385 , 122
623,1 , 65384 , 123
624,1 , 65384 , 123
625,2 , 65384 , 122
626,2 , 65384 , 122
627,2 , 65385 , 123
628,3 , 65384 , 123
629,3 , 65384 , 123
630,2 , 65385 , 123
631,2 , 65385 , 123
632,2 , 65385 , 122
633,2 , 65385 , 122
634,2 , 65385 , 122
635,2 , 65385 , 122
636,2 , 65385 , 122
637,2 , 65386 , 122
638,2 , 65386 , 122
639,1 , 65384 , 121
640,1 , 65384 , 121
641,1 , 65386 , 122
642,1 , 65384 , 122
643,1 , 65384 , 122
644,1 , 65384 , 122
645,1 , 65384 , 122
646,3 , 65385 , 124
647,1 , 65385 , 122
648,3 , 65384 , 121
649,3 , 65384 , 123
650,3 , 65384 , 123
651,2 , 65385 , 122
652,2 , 65386 , 123
653,1 , 65385 , 122
654,1 , 65385 , 122
655,1 , 65384 , 121
656,1 , 65384 , 122
657,1 , 65386 , 123
658,2 , 65386 , 122
659,2 , 65386 , 122
660,2 , 65385 , 122
661,2 , 65385 , 122
662,2 , 65385 , 122
663,1 , 65384 , 122
